"Input","Target","Progression"
"We'll be here with him every step of the way. He's in good hands.","I'm trying to be positive, but it's hard not to be afraid.","D"
"The results of the biopsy are concerning. It's malignant.","Malignant. Does that mean...cancer","N"
"Yes, I'm afraid so. We'll discuss treatment options soon.","Treatment. How serious is it. What are her chances","I"
"We need to run further tests to determine the stage and best course of action.","What if it's already spread. What if it's too late","I"
"We'll know more once we have all the information.","This is terrifying. I don't know how to process this.","I"
"I know this is a lot to take in. We're here to answer all your questions.","It just feels so unreal. I'm scared for her.","I"
"He's in a coma right now. We're unsure when he'll wake up.","A coma. What happened. How long will he be like this","N"
"It's related to the head injury he sustained in the accident.","But will he be okay. Will he wake up","I"
"It's impossible to predict at this stage. We're providing him with the best care.","This is a nightmare. I can't lose him.","I"
"We understand your fear. We're doing everything we can.","I need some hope. Tell me he's going to be alright.","I"
"He's strong, and we're hopeful for his recovery.","Hopeful...that's something. I'm clinging onto that.","D"
"The infection is more serious than we initially thought.","Serious. How serious. What does that mean for her","N"
"It means we need to adjust her treatment plan and monitor her very closely.","What if the antibiotics aren't working. What's the next step","I"
"We have other options available, but we need to see how she responds first.","This is so scary. I'm worried she's not getting better.","I"
"We're doing everything we can to fight this infection.","It's just...the not knowing is killing me.","I"
"We're committed to her recovery and will explore all possible avenues.","I'm trying to stay strong, but it's hard not to be terrified.","D"
"We've discovered a blood clot in her lungs. It's a serious situation.","A blood clot. How did that happen. Will she be okay","N"
"It can be a complication after surgery. We're starting her on blood thinners immediately.","Blood thinners. But is that enough. How dangerous is this","I"
"We're taking the necessary steps to dissolve the clot and prevent further complications.","What if it doesn't work. I'm so scared right now.","I"
"We're monitoring her very closely. Our team is doing everything possible.","I just want her to be okay. This is all so overwhelming.","I"
"We're hopeful for a positive outcome. Let's take things one step at a time.","Hopeful...I need to hold onto that.","D "
"It's too early to say for sure, but we're doing everything we can.","I understand, doctor, but it's just so terrifying. I can't bear the thought of something bad happening.","N"
"We're monitoring them very closely. We'll know more after the next round of tests.","How long will that be. The waiting is agonizing. Every minute feels like an hour.","I"
"We should have those results by tomorrow morning.","Tomorrow morning seems so far away. I just want them to be okay.","I"
"I understand your worry. It's a difficult situation. We're giving them the best care possible.","Thank you, doctor. I know you're doing everything you can. I just can't shake this awful feeling.","I"
