"Input","Target","Progression"
"It's too early to say for certain, but it's a positive sign.","Oh, thank goodness. I was so scared.","D"
"We're cautiously optimistic. We'll continue to monitor their progress closely.","Please, keep me updated. Every detail, please.","D"
"We will. For now, just focus on staying positive.","I will. Thank you.","D"
"I'm afraid. I have some difficult news.","What is it. It's about the tests, isn't it","N"
"Yes. It appears the treatment isn't working as we hoped.","What does that mean. What happens now","I"
"It means we need to consider other options. We'll discuss those with you soon.","But... are there other options. Will they be okay","I"
"We're exploring all possibilities. It's too early to lose hope.","Hope... it's hard to hold onto right now.","I"
"We understand. We're here to support you through this.","Thank you. I need that right now.","D"
"We'll schedule a meeting to discuss everything in detail.","Okay. Thank you, doctor.","D"
"We need to talk about next steps.","Next steps. What does that mean","N"
"Their condition is quite serious. We need to discuss palliative care.","Palliative care. You mean... giving up","I"
"Not giving up, but focusing on their comfort and quality of life.","But... there's no more hope","I"
"We want to ensure they're comfortable and not suffering.","I... I don't know what to say. This is too much.","I"
"It's alright. Take your time. We're here to help you through this.","Thank you.","D"
"We'll answer all your questions and discuss the options.","Thank you, doctor.","D"
"We have the test results.","And. What do they say. Is it good news","N"
"I'm afraid it's not what we were hoping for. The prognosis isn't good.","No... no, that can't be. What does it mean","I"
"It means the illness has progressed further than we anticipated.","But... what can be done. Anything at all","I"
"We're focusing on managing their symptoms and keeping them comfortable.","So... that's it. There's no hope","I"
"We're doing everything we can to provide the best possible care.","I just... I can't lose them.","I"
"We're hoping for the best, but we need to be prepared for all possibilities.","I'm trying to stay positive, but it's getting harder and harder to hold onto hope.","I"
"We're going to continue monitoring them closely.","I just want them to wake up. This feels like a nightmare.","I"
"I know this is incredibly difficult, but we're here for you.","I appreciate that, doctor. I just feel so lost and helpless.","I"
"We're going to keep fighting for them.","I just want them back the way they were.","I"
"The surgery went as well as we could have hoped.","That's a relief to hear. But when will we know if they'll be okay","N"
"It's too early to tell for sure, but the initial signs are positive.","That's good news, I guess. It's just hard to be patient when you're so worried.","D"
"I understand. It's a very difficult waiting game.","I keep thinking about all the things we still had planned to do.","D"
"Try to focus on the progress that's being made. Every small step forward is a victory.","I'm trying, doctor. It's just so hard to see the light at the end of the tunnel.","D"
"We're going to keep doing everything we can.","I know you are. Thank you.","D"
"The test results have come back, and. I'm afraid it's not good news.","What does that mean. How bad is it","N"
"The disease has progressed more rapidly than we expected.","I don't understand. I thought they were responding well to the treatment.","I"
"Sometimes these things take an unexpected turn.","I feel like the rug has been pulled out from under me. What are our options now","I"
"We can discuss palliative care options to make them as comfortable as possible.","Palliative care. You're saying there's nothing more you can do","I"
